 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day                fINP                 VP1                 VP2                  VM                 KP1                 KP2                  KM                Qmax                 Kba                Kdes                Kads                rEP1                rEP2                 rEM                 pEP                 pEM                  fD                  gD                  Vg               alpha                  Vm                  KD                  Yg                 Q10               gamma               rMORT                beta             Vm_dorm               VmA2D               VmD2A             SWP_A2D                 tau             SWP_D2A               wdorm             VNup_MB          VNup_PLANT            KsNH4_MB            KsNO3_MB         KsNH4_PLANT         KsNO3_PLANT                Vnit              Vdenit                 YgN                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20150329        0.400000E+00        0.648025E+01        0.500044E+02        0.280933E+02        0.101436E+03        0.101436E+02        0.101436E+04        0.250000E+01        0.600000E+01        0.605731E-02        0.360857E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.185511E-01        0.100074E-01        0.185133E-03        0.101497E-03        0.397529E+00        0.170005E+01        0.100000E+00        0.107884E-09        0.100000E-02        0.183382E-06        0.108914E-08        0.184855E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.511212E-01        0.000000E+00        0.101436E-03        0.101436E-03        0.000000E+00        0.000000E+00        0.184493E-01        0.152767E-02        0.100000E+01
  20150330        0.400000E+00        0.630163E+01        0.491121E+02        0.274158E+02        0.994972E+02        0.994972E+01        0.994972E+03        0.250000E+01        0.600000E+01        0.597987E-02        0.359698E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.179986E-01        0.100074E-01        0.182766E-03        0.995569E-04        0.398155E+00        0.170005E+01        0.100000E+00        0.978113E-10        0.100000E-02        0.183382E-06        0.974831E-09        0.182517E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.495986E-01        0.000000E+00        0.994972E-04        0.994972E-04        0.000000E+00        0.000000E+00        0.181777E-01        0.167642E-02        0.100000E+01
  20150331        0.400000E+00        0.649207E+01        0.500631E+02        0.281380E+02        0.101564E+03        0.101564E+02        0.101564E+04        0.250000E+01        0.600000E+01        0.606239E-02        0.360932E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.185877E-01        0.100074E-01        0.185288E-03        0.101625E-03        0.397488E+00        0.170005E+01        0.100000E+00        0.894994E-10        0.100000E-02        0.183382E-06        0.904300E-09        0.185057E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.512219E-01        0.000000E+00        0.101564E-03        0.101564E-03        0.000000E+00        0.000000E+00        0.190356E-01        0.191518E-02        0.100000E+01
  20150401        0.400000E+00        0.566251E+01        0.458429E+02        0.249713E+02        0.923626E+02        0.923626E+01        0.923626E+03        0.250000E+01        0.600000E+01        0.569048E-02        0.355265E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.160181E-01        0.100074E-01        0.173922E-03        0.924180E-04        0.400548E+00        0.170005E+01        0.100000E+00        0.819725E-10        0.100000E-02        0.183382E-06        0.777438E-09        0.173723E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.441411E-01        0.000000E+00        0.923626E-04        0.923626E-04        0.000000E+00        0.000000E+00        0.166308E-01        0.180889E-02        0.100000E+01
  20150402        0.400000E+00        0.543993E+01        0.446739E+02        0.241118E+02        0.898002E+02        0.898002E+01        0.898002E+03        0.250000E+01        0.600000E+01        0.558474E-02        0.353603E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.153274E-01        0.100074E-01        0.170690E-03        0.898541E-04        0.401445E+00        0.170005E+01        0.100000E+00        0.751482E-10        0.100000E-02        0.183382E-06        0.699472E-09        0.170511E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.422377E-01        0.000000E+00        0.898002E-04        0.898002E-04        0.000000E+00        0.000000E+00        0.161306E-01        0.188253E-02        0.100000E+01
  20150403        0.400000E+00        0.631697E+01        0.491891E+02        0.274741E+02        0.996646E+02        0.996646E+01        0.996646E+03        0.250000E+01        0.600000E+01        0.598658E-02        0.359798E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.180461E-01        0.100074E-01        0.182971E-03        0.997244E-04        0.398100E+00        0.170005E+01        0.100000E+00        0.689540E-10        0.100000E-02        0.183382E-06        0.687997E-09        0.182795E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.497294E-01        0.000000E+00        0.996646E-04        0.996646E-04        0.000000E+00        0.000000E+00        0.192470E-01        0.239496E-02        0.100000E+01
  20150404        0.400000E+00        0.531576E+01        0.440144E+02        0.236305E+02        0.883521E+02        0.883521E+01        0.883521E+03        0.250000E+01        0.600000E+01        0.552454E-02        0.352646E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.149420E-01        0.100074E-01        0.168850E-03        0.884051E-04        0.401962E+00        0.170005E+01        0.100000E+00        0.633252E-10        0.100000E-02        0.183382E-06        0.583070E-09        0.168701E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.411755E-01        0.000000E+00        0.883521E-04        0.883521E-04        0.000000E+00        0.000000E+00        0.161478E-01        0.213083E-02        0.100000E+01
  20150405        0.400000E+00        0.478535E+01        0.411328E+02        0.215577E+02        0.820047E+02        0.820047E+01        0.820047E+03        0.250000E+01        0.600000E+01        0.525667E-02        0.348291E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.132948E-01        0.100074E-01        0.160663E-03        0.820539E-04        0.404314E+00        0.170005E+01        0.100000E+00        0.577626E-10        0.100000E-02        0.183382E-06        0.506065E-09        0.160533E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.366364E-01        0.000000E+00        0.820047E-04        0.820047E-04        0.000000E+00        0.000000E+00        0.145730E-01        0.203941E-02        0.100000E+01
  20150406        0.400000E+00        0.552991E+01        0.451485E+02        0.244598E+02        0.908411E+02        0.908411E+01        0.908411E+03        0.250000E+01        0.600000E+01        0.562781E-02        0.354282E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.156067E-01        0.100074E-01        0.172006E-03        0.908956E-04        0.401078E+00        0.170005E+01        0.100000E+00        0.531389E-10        0.100000E-02        0.183382E-06        0.498427E-09        0.171879E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.430072E-01        0.000000E+00        0.908411E-04        0.908411E-04        0.000000E+00        0.000000E+00        0.173279E-01        0.254845E-02        0.100000E+01
  20150407        0.400000E+00        0.560773E+01        0.455568E+02        0.247601E+02        0.917358E+02        0.917358E+01        0.917358E+03        0.250000E+01        0.600000E+01        0.566470E-02        0.354862E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.158482E-01        0.100074E-01        0.173134E-03        0.917909E-04        0.400765E+00        0.170005E+01        0.100000E+00        0.489237E-10        0.100000E-02        0.183382E-06        0.461897E-09        0.173016E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.436727E-01        0.000000E+00        0.917358E-04        0.917358E-04        0.000000E+00        0.000000E+00        0.178203E-01        0.274467E-02        0.100000E+01
  20150408        0.400000E+00        0.593735E+01        0.472640E+02        0.260265E+02        0.954697E+02        0.954697E+01        0.954697E+03        0.250000E+01        0.600000E+01        0.581739E-02        0.357229E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.168704E-01        0.100074E-01        0.177800E-03        0.955270E-04        0.399487E+00        0.170005E+01        0.100000E+00        0.450769E-10        0.100000E-02        0.183382E-06        0.437050E-09        0.177689E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.464895E-01        0.000000E+00        0.954697E-04        0.954697E-04        0.000000E+00        0.000000E+00        0.192084E-01        0.308859E-02        0.100000E+01
  20150409        0.400000E+00        0.609082E+01        0.480474E+02        0.266131E+02        0.971787E+02        0.971787E+01        0.971787E+03        0.250000E+01        0.600000E+01        0.588661E-02        0.358287E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.173459E-01        0.100074E-01        0.179916E-03        0.972370E-04        0.398916E+00        0.170005E+01        0.100000E+00        0.418696E-10        0.100000E-02        0.183382E-06        0.410783E-09        0.179811E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.477999E-01        0.000000E+00        0.971787E-04        0.971787E-04        0.000000E+00        0.000000E+00        0.199730E-01        0.333165E-02        0.100000E+01
  20150410        0.400000E+00        0.560092E+01        0.455211E+02        0.247339E+02        0.916578E+02        0.916578E+01        0.916578E+03        0.250000E+01        0.600000E+01        0.566149E-02        0.354811E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.158271E-01        0.100074E-01        0.173036E-03        0.917127E-04        0.400792E+00        0.170005E+01        0.100000E+00        0.409574E-10        0.100000E-02        0.183382E-06        0.386466E-09        0.172937E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.436145E-01        0.000000E+00        0.916578E-04        0.916578E-04        0.000000E+00        0.000000E+00        0.182852E-01        0.308263E-02        0.100000E+01
  20150411        0.400000E+00        0.524517E+01        0.436370E+02        0.233562E+02        0.875227E+02        0.875227E+01        0.875227E+03        0.250000E+01        0.600000E+01        0.548991E-02        0.352092E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.147228E-01        0.100074E-01        0.167791E-03        0.875752E-04        0.402261E+00        0.170005E+01        0.100000E+00        0.400671E-10        0.100000E-02        0.183382E-06        0.366608E-09        0.167698E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.405715E-01        0.000000E+00        0.875227E-04        0.875227E-04        0.000000E+00        0.000000E+00        0.170663E-01        0.290728E-02        0.100000E+01
  20150412        0.400000E+00        0.558393E+01        0.454321E+02        0.246683E+02        0.914628E+02        0.914628E+01        0.914628E+03        0.250000E+01        0.600000E+01        0.565346E-02        0.354685E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.157743E-01        0.100074E-01        0.172790E-03        0.915176E-04        0.400860E+00        0.170005E+01        0.100000E+00        0.391983E-10        0.100000E-02        0.183382E-06        0.369343E-09        0.172696E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.434692E-01        0.000000E+00        0.914628E-04        0.914628E-04        0.000000E+00        0.000000E+00        0.183461E-01        0.315748E-02        0.100000E+01
  20150413        0.400000E+00        0.536443E+01        0.442735E+02        0.238193E+02        0.889213E+02        0.889214E+01        0.889213E+03        0.250000E+01        0.600000E+01        0.554824E-02        0.353023E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.150931E-01        0.100074E-01        0.169574E-03        0.889747E-04        0.401758E+00        0.170005E+01        0.100000E+00        0.383503E-10        0.100000E-02        0.183382E-06        0.354627E-09        0.169484E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.415919E-01        0.000000E+00        0.889213E-04        0.889213E-04        0.000000E+00        0.000000E+00        0.176120E-01        0.306184E-02        0.100000E+01
  20150414        0.400000E+00        0.525474E+01        0.436883E+02        0.233934E+02        0.876354E+02        0.876354E+01        0.876354E+03        0.250000E+01        0.600000E+01        0.549462E-02        0.352167E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.147525E-01        0.100074E-01        0.167935E-03        0.876880E-04        0.402220E+00        0.170005E+01        0.100000E+00        0.375225E-10        0.100000E-02        0.183382E-06        0.343620E-09        0.167848E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.406534E-01        0.000000E+00        0.876354E-04        0.876354E-04        0.000000E+00        0.000000E+00        0.172715E-01        0.303256E-02        0.100000E+01
  20150415        0.400000E+00        0.564877E+01        0.457712E+02        0.249183E+02        0.922056E+02        0.922056E+01        0.922056E+03        0.250000E+01        0.600000E+01        0.568403E-02        0.355164E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.159755E-01        0.100074E-01        0.173724E-03        0.922609E-04        0.400602E+00        0.170005E+01        0.100000E+00        0.367144E-10        0.100000E-02        0.183382E-06        0.347810E-09        0.173635E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.440236E-01        0.000000E+00        0.922056E-04        0.922056E-04        0.000000E+00        0.000000E+00        0.187650E-01        0.332706E-02        0.100000E+01
  20150416        0.400000E+00        0.617653E+01        0.484819E+02        0.269399E+02        0.981254E+02        0.981254E+01        0.981254E+03        0.250000E+01        0.600000E+01        0.592478E-02        0.358866E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.176114E-01        0.100074E-01        0.181083E-03        0.981843E-04        0.398603E+00        0.170005E+01        0.100000E+00        0.359256E-10        0.100000E-02        0.183382E-06        0.354752E-09        0.180992E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.485314E-01        0.000000E+00        0.981254E-04        0.981254E-04        0.000000E+00        0.000000E+00        0.207544E-01        0.371526E-02        0.100000E+01
  20150417        0.400000E+00        0.612794E+01        0.482358E+02        0.267547E+02        0.975894E+02        0.975894E+01        0.975894E+03        0.250000E+01        0.600000E+01        0.590318E-02        0.358539E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.174609E-01        0.100074E-01        0.180423E-03        0.976479E-04        0.398780E+00        0.170005E+01        0.100000E+00        0.351554E-10        0.100000E-02        0.183382E-06        0.345881E-09        0.180334E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.481167E-01        0.000000E+00        0.975894E-04        0.975894E-04        0.000000E+00        0.000000E+00        0.206445E-01        0.373062E-02        0.100000E+01
  20150418        0.400000E+00        0.499024E+01        0.422588E+02        0.223617E+02        0.844888E+02        0.844888E+01        0.844888E+03        0.250000E+01        0.600000E+01        0.536229E-02        0.350028E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.139311E-01        0.100074E-01        0.163891E-03        0.845394E-04        0.403376E+00        0.170005E+01        0.100000E+00        0.344034E-10        0.100000E-02        0.183382E-06        0.307469E-09        0.163812E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.383899E-01        0.000000E+00        0.844888E-04        0.844888E-04        0.000000E+00        0.000000E+00        0.165249E-01        0.301406E-02        0.100000E+01
  20150419        0.400000E+00        0.471034E+01        0.407163E+02        0.212623E+02        0.810847E+02        0.810847E+01        0.810847E+03        0.250000E+01        0.600000E+01        0.521728E-02        0.347637E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.130619E-01        0.100074E-01        0.159459E-03        0.811333E-04        0.404667E+00        0.170005E+01        0.100000E+00        0.336692E-10        0.100000E-02        0.183382E-06        0.292769E-09        0.159384E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.359945E-01        0.000000E+00        0.810847E-04        0.810847E-04        0.000000E+00        0.000000E+00        0.155443E-01        0.286124E-02        0.100000E+01
  20150420        0.400000E+00        0.521340E+01        0.434666E+02        0.232326E+02        0.871479E+02        0.871479E+01        0.871479E+03        0.250000E+01        0.600000E+01        0.547422E-02        0.351840E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.146242E-01        0.100074E-01        0.167312E-03        0.872002E-04        0.402397E+00        0.170005E+01        0.100000E+00        0.329522E-10        0.100000E-02        0.183382E-06        0.300646E-09        0.167235E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.402997E-01        0.000000E+00        0.871479E-04        0.871479E-04        0.000000E+00        0.000000E+00        0.174599E-01        0.324292E-02        0.100000E+01
  20150421        0.400000E+00        0.542342E+01        0.445866E+02        0.240479E+02        0.896085E+02        0.896085E+01        0.896085E+03        0.250000E+01        0.600000E+01        0.557679E-02        0.353477E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.152762E-01        0.100074E-01        0.170447E-03        0.896623E-04        0.401513E+00        0.170005E+01        0.100000E+00        0.322521E-10        0.100000E-02        0.183382E-06        0.299771E-09        0.170370E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.420965E-01        0.000000E+00        0.896085E-04        0.896085E-04        0.000000E+00        0.000000E+00        0.182973E-01        0.342872E-02        0.100000E+01
  20150422        0.400000E+00        0.568320E+01        0.459507E+02        0.250509E+02        0.925986E+02        0.925986E+01        0.925986E+03        0.250000E+01        0.600000E+01        0.570016E-02        0.355416E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.160823E-01        0.100074E-01        0.174218E-03        0.926541E-04        0.400466E+00        0.170005E+01        0.100000E+00        0.315683E-10        0.100000E-02        0.183382E-06        0.299907E-09        0.174141E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.443179E-01        0.000000E+00        0.925986E-04        0.925986E-04        0.000000E+00        0.000000E+00        0.193249E-01        0.365304E-02        0.100000E+01
  20150423        0.400000E+00        0.606865E+01        0.479347E+02        0.265285E+02        0.969330E+02        0.969330E+01        0.969330E+03        0.250000E+01        0.600000E+01        0.587668E-02        0.358136E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.172772E-01        0.100074E-01        0.179613E-03        0.969912E-04        0.398998E+00        0.170005E+01        0.100000E+00        0.311213E-10        0.100000E-02        0.183382E-06        0.304817E-09        0.179535E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.476107E-01        0.000000E+00        0.969330E-04        0.969330E-04        0.000000E+00        0.000000E+00        0.208052E-01        0.395554E-02        0.100000E+01
  20150424        0.400000E+00        0.618029E+01        0.485009E+02        0.269542E+02        0.981667E+02        0.981667E+01        0.981667E+03        0.250000E+01        0.600000E+01        0.592644E-02        0.358892E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.176230E-01        0.100074E-01        0.181134E-03        0.982256E-04        0.398590E+00        0.170005E+01        0.100000E+00        0.302481E-10        0.100000E-02        0.183382E-06        0.298773E-09        0.181057E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.485635E-01        0.000000E+00        0.981667E-04        0.981667E-04        0.000000E+00        0.000000E+00        0.213122E-01        0.409810E-02        0.100000E+01
  20150425        0.400000E+00        0.655549E+01        0.503776E+02        0.283780E+02        0.102246E+03        0.102246E+02        0.102246E+04        0.250000E+01        0.600000E+01        0.608952E-02        0.361335E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.187838E-01        0.100074E-01        0.186118E-03        0.102308E-03        0.397271E+00        0.170005E+01        0.100000E+00        0.298216E-10        0.100000E-02        0.183382E-06        0.302666E-09        0.186040E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.517622E-01        0.000000E+00        0.102246E-03        0.102246E-03        0.000000E+00        0.000000E+00        0.227643E-01        0.440182E-02        0.100000E+01
  20150426        0.400000E+00        0.583719E+01        0.467489E+02        0.256427E+02        0.943444E+02        0.943444E+01        0.943444E+03        0.250000E+01        0.600000E+01        0.577159E-02        0.356524E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.165599E-01        0.100074E-01        0.176401E-03        0.944010E-04        0.399868E+00        0.170005E+01        0.100000E+00        0.291943E-10        0.100000E-02        0.183382E-06        0.280829E-09        0.176329E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.456339E-01        0.000000E+00        0.943444E-04        0.943444E-04        0.000000E+00        0.000000E+00        0.201331E-01        0.392535E-02        0.100000E+01
  20150427        0.400000E+00        0.602822E+01        0.477288E+02        0.263741E+02        0.964839E+02        0.964839E+01        0.964839E+03        0.250000E+01        0.600000E+01        0.585852E-02        0.357859E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.171520E-01        0.100074E-01        0.179057E-03        0.965418E-04        0.399147E+00        0.170005E+01        0.100000E+00        0.287842E-10        0.100000E-02        0.183382E-06        0.281055E-09        0.178986E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.472656E-01        0.000000E+00        0.964839E-04        0.964839E-04        0.000000E+00        0.000000E+00        0.208971E-01        0.409655E-02        0.100000E+01
  20150428        0.400000E+00        0.612421E+01        0.482170E+02        0.267405E+02        0.975482E+02        0.975482E+01        0.975482E+03        0.250000E+01        0.600000E+01        0.590152E-02        0.358514E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.174493E-01        0.100074E-01        0.180372E-03        0.976068E-04        0.398794E+00        0.170005E+01        0.100000E+00        0.285815E-10        0.100000E-02        0.183382E-06        0.281124E-09        0.180300E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.480850E-01        0.000000E+00        0.975482E-04        0.975482E-04        0.000000E+00        0.000000E+00        0.212818E-01        0.418326E-02        0.100000E+01
  20150429        0.400000E+00        0.604657E+01        0.478223E+02        0.264442E+02        0.966878E+02        0.966878E+01        0.966878E+03        0.250000E+01        0.600000E+01        0.586677E-02        0.357985E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.172088E-01        0.100074E-01        0.179310E-03        0.967458E-04        0.399079E+00        0.170005E+01        0.100000E+00        0.300340E-10        0.100000E-02        0.183382E-06        0.293671E-09        0.179235E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.474222E-01        0.000000E+00        0.966878E-04        0.966878E-04        0.000000E+00        0.000000E+00        0.208335E-01        0.401726E-02        0.100000E+01
  20150430        0.400000E+00        0.598079E+01        0.474866E+02        0.261928E+02        0.959554E+02        0.959554E+01        0.959554E+03        0.250000E+01        0.600000E+01        0.583710E-02        0.357531E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.170050E-01        0.100074E-01        0.178403E-03        0.960130E-04        0.399324E+00        0.170005E+01        0.100000E+00        0.320223E-10        0.100000E-02        0.183382E-06        0.311529E-09        0.178323E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.468606E-01        0.000000E+00        0.959554E-04        0.959554E-04        0.000000E+00        0.000000E+00        0.203899E-01        0.383205E-02        0.100000E+01
  20150501        0.400000E+00        0.616315E+01        0.483132E+02        0.269698E+02        0.994972E+02        0.994972E+01        0.994972E+03        0.250000E+01        0.600000E+01        0.597987E-02        0.359698E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.179986E-01        0.100074E-01        0.182766E-03        0.995569E-04        0.398155E+00        0.170005E+01        0.100000E+00        0.160944E-08        0.100000E-02        0.183382E-06        0.160404E-07        0.178750E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.495986E-01        0.000000E+00        0.994972E-04        0.994972E-04        0.000000E+00        0.000000E+00        0.115326E-01        0.000000E+00        0.100000E+01
  20150502        0.400000E+00        0.583909E+01        0.468874E+02        0.257617E+02        0.948253E+02        0.948253E+01        0.948253E+03        0.250000E+01        0.600000E+01        0.579118E-02        0.356826E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.166923E-01        0.100074E-01        0.177000E-03        0.948822E-04        0.399705E+00        0.170005E+01        0.100000E+00        0.925006E-09        0.100000E-02        0.183382E-06        0.892813E-08        0.174743E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.459988E-01        0.000000E+00        0.948253E-04        0.948253E-04        0.000000E+00        0.000000E+00        0.117263E-01        0.000000E+00        0.100000E+01
  20150503        0.400000E+00        0.565907E+01        0.458250E+02        0.249580E+02        0.923233E+02        0.923233E+01        0.923233E+03        0.250000E+01        0.600000E+01        0.568886E-02        0.355239E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.160075E-01        0.100074E-01        0.173872E-03        0.923787E-04        0.400561E+00        0.170005E+01        0.100000E+00        0.548849E-09        0.100000E-02        0.183382E-06        0.520388E-08        0.172550E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.441117E-01        0.000000E+00        0.923233E-04        0.923233E-04        0.000000E+00        0.000000E+00        0.122542E-01        0.000000E+00        0.100000E+01
  20150504        0.400000E+00        0.532870E+01        0.440833E+02        0.236807E+02        0.885036E+02        0.885036E+01        0.885036E+03        0.250000E+01        0.600000E+01        0.553085E-02        0.352746E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.149821E-01        0.100074E-01        0.169043E-03        0.885567E-04        0.401907E+00        0.170005E+01        0.100000E+00        0.341068E-09        0.100000E-02        0.183382E-06        0.314400E-08        0.168242E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.412862E-01        0.000000E+00        0.885036E-04        0.885036E-04        0.000000E+00        0.000000E+00        0.123944E-01        0.000000E+00        0.100000E+01
  20150505        0.400000E+00        0.632849E+01        0.492469E+02        0.275179E+02        0.997902E+02        0.997902E+01        0.997902E+03        0.250000E+01        0.600000E+01        0.599161E-02        0.359874E-01        0.100060E-03        0.100060E-03        0.100060E-03        0.104366E-01        0.109062E-01        0.899211E+00        0.518324E+00        0.180817E-01        0.100074E-01        0.183125E-03        0.998501E-04        0.398060E+00        0.170005E+01        0.100000E+00        0.218354E-09        0.100000E-02        0.183382E-06        0.218049E-08        0.182569E-03        0.400000E+00        0.250000E+00        0.100000E+00        0.400000E+01        0.498276E-01        0.000000E+00        0.997902E-04        0.997902E-04        0.000000E+00        0.000000E+00        0.160751E-01        0.155532E-03        0.100000E+01
