 Simulation_Period = 20090901 -- 20161231                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                       
       Day               kPOM1               kPOM2                kMOM                kDOM                kMBA             kMBA_in                kMBD             kMBD_in                 kMB              kMB_in                 phi     Active_Fraction                 CUE                 NUE              TM_err               TMbeg               TMend              TOTinp              TOTout                 STP                 SWC                 SWP                  pH                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                    
  20160504        0.652000E-05        0.169000E-03        0.398000E-05        0.168333E+01        0.150000E-01        0.250000E-01        0.103000E-03        0.311000E-10        0.137000E-01        0.135875E-01        0.571000E+00        0.916000E+00       -0.103629E-01        0.100000E+01        0.446042E-16        0.137000E+01        0.137000E+01        0.182000E-03        0.130458E-03        0.192000E+02        0.176000E+00       -0.555000E-02        0.640000E+01
  20160505        0.651458E-05        0.169000E-03        0.398000E-05        0.167208E+01        0.150000E-01        0.249000E-01        0.103000E-03        0.308000E-10        0.137000E-01        0.136000E-01        0.572000E+00        0.916000E+00       -0.571375E-02        0.100000E+01        0.587183E-16        0.137000E+01        0.137000E+01        0.182000E-03        0.130000E-03        0.192000E+02        0.176000E+00       -0.555000E-02        0.640000E+01
  20160506        0.640000E-05        0.169000E-03        0.394000E-05        0.160000E+01        0.142000E-01        0.237000E-01        0.102000E-03        0.294500E-10        0.130000E-01        0.135625E-01        0.582917E+00        0.916417E+00        0.407250E-01        0.100000E+01        0.444292E-16        0.137000E+01        0.137000E+01        0.182000E-03        0.124167E-03        0.182000E+02        0.176000E+00       -0.555000E-02        0.640000E+01
  20160507        0.632000E-05        0.170000E-03        0.391000E-05        0.157083E+01        0.137000E-01        0.229000E-01        0.101000E-03        0.287917E-10        0.126000E-01        0.133667E-01        0.590000E+00        0.917917E+00        0.595333E-01        0.100000E+01       -0.629583E-17        0.137000E+01        0.137000E+01        0.182000E-03        0.121917E-03        0.175000E+02        0.176000E+00       -0.554000E-02        0.640000E+01
  20160508        0.636417E-05        0.170000E-03        0.393000E-05        0.155292E+01        0.144792E-01        0.241625E-01        0.104833E-03        0.283625E-10        0.132792E-01        0.142875E-01        0.607625E+00        0.919875E+00        0.696833E-01        0.100000E+01        0.172329E-16        0.137792E+01        0.137833E+01        0.204000E-03        0.131667E-03        0.179000E+02        0.176000E+00       -0.553000E-02        0.640000E+01
  20160509        0.633000E-05        0.170000E-03        0.392000E-05        0.156292E+01        0.142000E-01        0.238000E-01        0.105000E-03        0.286000E-10        0.131000E-01        0.140333E-01        0.612000E+00        0.921875E+00        0.644958E-01        0.100000E+01        0.895292E-17        0.138000E+01        0.138000E+01        0.204000E-03        0.133042E-03        0.176000E+02        0.176000E+00       -0.553000E-02        0.640000E+01
  20160510        0.627000E-05        0.170000E-03        0.389875E-05        0.155083E+01        0.138000E-01        0.231000E-01        0.104000E-03        0.282583E-10        0.127208E-01        0.137333E-01        0.618000E+00        0.923833E+00        0.727042E-01        0.100000E+01        0.205000E-16        0.138000E+01        0.138000E+01        0.204000E-03        0.132042E-03        0.170000E+02        0.176000E+00       -0.552000E-02        0.640000E+01
  20160511        0.623042E-05        0.170000E-03        0.388000E-05        0.155875E+01        0.135000E-01        0.226292E-01        0.104000E-03        0.282917E-10        0.125000E-01        0.134417E-01        0.622000E+00        0.925667E+00        0.685000E-01        0.100000E+01       -0.640742E-16        0.138000E+01        0.138000E+01        0.204000E-03        0.132833E-03        0.166000E+02        0.176000E+00       -0.551000E-02        0.640000E+01
  20160512        0.631458E-05        0.170000E-03        0.391000E-05        0.164000E+01        0.141000E-01        0.235000E-01        0.105000E-03        0.298667E-10        0.130000E-01        0.132958E-01        0.615292E+00        0.927000E+00        0.184958E-01        0.100000E+01        0.409150E-16        0.138000E+01        0.138000E+01        0.204000E-03        0.140167E-03        0.173000E+02        0.176000E+00       -0.551000E-02        0.640000E+01
  20160513        0.646000E-05        0.169000E-03        0.396542E-05        0.174917E+01        0.150000E-01        0.250500E-01        0.106000E-03        0.317625E-10        0.134250E-01        0.132958E-01        0.604000E+00        0.927000E+00       -0.111000E-01        0.100000E+01       -0.284125E-16        0.138000E+01        0.138000E+01        0.204000E-03        0.145000E-03        0.185000E+02        0.176000E+00       -0.550000E-02        0.640000E+01
  20160514        0.659667E-05        0.169000E-03        0.401333E-05        0.184000E+01        0.159000E-01        0.265000E-01        0.108000E-03        0.333500E-10        0.135000E-01        0.133500E-01        0.593000E+00        0.927000E+00       -0.112708E-01        0.100000E+01       -0.322292E-16        0.138583E+01        0.138625E+01        0.204000E-03        0.145000E-03        0.196000E+02        0.176000E+00       -0.549000E-02        0.640000E+01
  20160515        0.659000E-05        0.169000E-03        0.401000E-05        0.182167E+01        0.159000E-01        0.264000E-01        0.108000E-03        0.331000E-10        0.135833E-01        0.134042E-01        0.594750E+00        0.927000E+00       -0.112000E-01        0.100000E+01        0.659625E-17        0.139000E+01        0.139000E+01        0.204000E-03        0.145000E-03        0.195000E+02        0.176000E+00       -0.549000E-02        0.640000E+01
  20160516        0.673625E-05        0.169000E-03        0.406917E-05        0.193625E+01        0.167417E-01        0.278042E-01        0.108042E-03        0.350875E-10        0.134583E-01        0.133083E-01        0.580125E+00        0.927000E+00       -0.114208E-01        0.100000E+01        0.195983E-16        0.139000E+01        0.139000E+01        0.200000E-03        0.143083E-03        0.206000E+02        0.176000E+00       -0.549000E-02        0.640000E+01
  20160517        0.689000E-05        0.168292E-03        0.412000E-05        0.204000E+01        0.178000E-01        0.294000E-01        0.110000E-03        0.368917E-10        0.135167E-01        0.133792E-01        0.569000E+00        0.927000E+00       -0.116000E-01        0.100000E+01        0.282358E-16        0.139000E+01        0.139000E+01        0.200000E-03        0.143542E-03        0.217000E+02        0.176000E+00       -0.548000E-02        0.640000E+01
  20160518        0.691792E-05        0.168917E-03        0.413208E-05        0.204542E+01        0.179000E-01        0.297000E-01        0.110000E-03        0.368625E-10        0.136000E-01        0.134375E-01        0.568000E+00        0.927000E+00       -0.115625E-01        0.100000E+01        0.805833E-17        0.139000E+01        0.139000E+01        0.200000E-03        0.144000E-03        0.218000E+02        0.177000E+00       -0.547000E-02        0.640000E+01
  20160519        0.682750E-05        0.169000E-03        0.410000E-05        0.196250E+01        0.173000E-01        0.286000E-01        0.109000E-03        0.354250E-10        0.136708E-01        0.135000E-01        0.576000E+00        0.927000E+00       -0.113958E-01        0.100000E+01        0.108725E-16        0.139000E+01        0.139000E+01        0.200000E-03        0.144000E-03        0.211000E+02        0.177000E+00       -0.547000E-02        0.640000E+01
  20160520        0.673292E-05        0.169000E-03        0.407000E-05        0.188000E+01        0.166000E-01        0.275000E-01        0.108000E-03        0.337958E-10        0.137167E-01        0.135833E-01        0.584000E+00        0.927000E+00       -0.112000E-01        0.100000E+01        0.389696E-16        0.139000E+01        0.139000E+01        0.200000E-03        0.144000E-03        0.204000E+02        0.177000E+00       -0.546000E-02        0.640000E+01
  20160521        0.674875E-05        0.169000E-03        0.408000E-05        0.187708E+01        0.166875E-01        0.276000E-01        0.108000E-03        0.336000E-10        0.138000E-01        0.136375E-01        0.583333E+00        0.926750E+00       -0.111417E-01        0.100000E+01        0.501250E-16        0.139292E+01        0.139333E+01        0.200000E-03        0.144000E-03        0.204000E+02        0.177000E+00       -0.545000E-02        0.640000E+01
  20160522        0.677000E-05        0.169000E-03        0.409000E-05        0.188000E+01        0.168000E-01        0.278000E-01        0.109000E-03        0.337792E-10        0.138750E-01        0.137000E-01        0.582375E+00        0.926000E+00       -0.111000E-01        0.100000E+01       -0.438750E-17        0.140000E+01        0.140000E+01        0.200000E-03        0.144000E-03        0.205000E+02        0.177000E+00       -0.545000E-02        0.640000E+01
  20160523        0.678000E-05        0.169000E-03        0.409000E-05        0.187375E+01        0.168000E-01        0.279000E-01        0.109000E-03        0.335167E-10        0.139333E-01        0.137958E-01        0.582750E+00        0.926000E+00       -0.110875E-01        0.100000E+01        0.146208E-16        0.140000E+01        0.140000E+01        0.200000E-03        0.144750E-03        0.206000E+02        0.177000E+00       -0.544000E-02        0.640000E+01
  20160524        0.679000E-05        0.169750E-03        0.410000E-05        0.186083E+01        0.169000E-01        0.280958E-01        0.109000E-03        0.331667E-10        0.141500E-01        0.139917E-01        0.584875E+00        0.926000E+00       -0.109792E-01        0.100000E+01        0.218292E-16        0.140000E+01        0.140000E+01        0.203000E-03        0.145958E-03        0.206000E+02        0.177000E+00       -0.543000E-02        0.640000E+01
  20160525        0.679000E-05        0.170000E-03        0.410000E-05        0.184750E+01        0.169000E-01        0.281000E-01        0.109000E-03        0.330042E-10        0.142167E-01        0.140750E-01        0.585625E+00        0.926000E+00       -0.109000E-01        0.100000E+01        0.503483E-16        0.140000E+01        0.140000E+01        0.203000E-03        0.146083E-03        0.206000E+02        0.177000E+00       -0.543000E-02        0.640000E+01
  20160526        0.679000E-05        0.170000E-03        0.410000E-05        0.183583E+01        0.169000E-01        0.280000E-01        0.109000E-03        0.327000E-10        0.143000E-01        0.141375E-01        0.586000E+00        0.926000E+00       -0.108500E-01        0.100000E+01        0.860167E-16        0.140000E+01        0.140000E+01        0.203000E-03        0.147000E-03        0.206000E+02        0.177000E+00       -0.543000E-02        0.640000E+01
  20160527        0.679667E-05        0.170000E-03        0.410000E-05        0.182667E+01        0.169000E-01        0.280000E-01        0.109000E-03        0.324000E-10        0.143750E-01        0.142000E-01        0.586792E+00        0.926000E+00       -0.108000E-01        0.100000E+01        0.136958E-16        0.140000E+01        0.140000E+01        0.203000E-03        0.147000E-03        0.205000E+02        0.177000E+00       -0.542000E-02        0.640000E+01
  20160528        0.679875E-05        0.170000E-03        0.410000E-05        0.181500E+01        0.169000E-01        0.280000E-01        0.109000E-03        0.323000E-10        0.144375E-01        0.142958E-01        0.587000E+00        0.926000E+00       -0.107333E-01        0.100000E+01        0.138642E-16        0.140000E+01        0.140000E+01        0.203000E-03        0.147000E-03        0.205000E+02        0.177000E+00       -0.542000E-02        0.640000E+01
  20160529        0.678000E-05        0.170000E-03        0.410000E-05        0.179125E+01        0.167000E-01        0.278000E-01        0.109000E-03        0.317708E-10        0.145000E-01        0.143583E-01        0.589000E+00        0.926000E+00       -0.106792E-01        0.100000E+01        0.457529E-16        0.140833E+01        0.140875E+01        0.203000E-03        0.147000E-03        0.204000E+02        0.177000E+00       -0.541000E-02        0.640000E+01
  20160530        0.678250E-05        0.170000E-03        0.410000E-05        0.178250E+01        0.167000E-01        0.278000E-01        0.109000E-03        0.315000E-10        0.146000E-01        0.144208E-01        0.589667E+00        0.926000E+00       -0.106000E-01        0.100000E+01        0.934333E-16        0.141000E+01        0.141000E+01        0.203000E-03        0.147000E-03        0.203000E+02        0.177000E+00       -0.540000E-02        0.640000E+01
  20160531        0.673000E-05        0.170000E-03        0.408208E-05        0.173583E+01        0.164000E-01        0.272000E-01        0.109000E-03        0.307000E-10        0.146583E-01        0.145000E-01        0.594000E+00        0.926000E+00       -0.105000E-01        0.100000E+01        0.734042E-16        0.141000E+01        0.141000E+01        0.203000E-03        0.147458E-03        0.199000E+02        0.177000E+00       -0.540000E-02        0.640000E+01
  20160601        0.686000E-05        0.170000E-03        0.413000E-05        0.198125E+01        0.160500E-01        0.266792E-01        0.102792E-03        0.349708E-10        0.126000E-01        0.124875E-01        0.546667E+00        0.926000E+00       -0.115625E-01        0.100000E+01       -0.222184E-16        0.141000E+01        0.141000E+01        0.163000E-03        0.126917E-03        0.208000E+02        0.177000E+00       -0.539000E-02        0.640000E+01
  20160602        0.690167E-05        0.170000E-03        0.415000E-05        0.201000E+01        0.163000E-01        0.270000E-01        0.103000E-03        0.353542E-10        0.126000E-01        0.124292E-01        0.542000E+00        0.925625E+00       -0.116125E-01        0.100000E+01       -0.149721E-16        0.141000E+01        0.141000E+01        0.163000E-03        0.126000E-03        0.211000E+02        0.178000E+00       -0.538000E-02        0.640000E+01
  20160603        0.695000E-05        0.170000E-03        0.416458E-05        0.203125E+01        0.166000E-01        0.274208E-01        0.103000E-03        0.358375E-10        0.126417E-01        0.125000E-01        0.539000E+00        0.925000E+00       -0.116167E-01        0.100000E+01        0.199167E-17        0.141000E+01        0.141000E+01        0.163000E-03        0.126000E-03        0.215000E+02        0.178000E+00       -0.538000E-02        0.640000E+01
  20160604        0.698000E-05        0.170000E-03        0.417833E-05        0.204000E+01        0.167000E-01        0.277000E-01        0.103000E-03        0.358625E-10        0.127000E-01        0.125625E-01        0.538000E+00        0.925000E+00       -0.116000E-01        0.100000E+01        0.268767E-16        0.141000E+01        0.141000E+01        0.163000E-03        0.126000E-03        0.216000E+02        0.178000E+00       -0.538000E-02        0.640000E+01
  20160605        0.699083E-05        0.170000E-03        0.418000E-05        0.204000E+01        0.168000E-01        0.278000E-01        0.103375E-03        0.357000E-10        0.127750E-01        0.126000E-01        0.537000E+00        0.925000E+00       -0.116000E-01        0.100000E+01        0.808542E-16        0.141000E+01        0.141000E+01        0.163000E-03        0.126000E-03        0.217000E+02        0.178000E+00       -0.537000E-02        0.640000E+01
  20160606        0.701583E-05        0.170417E-03        0.419000E-05        0.204333E+01        0.169000E-01        0.280000E-01        0.104000E-03        0.358958E-10        0.128083E-01        0.126917E-01        0.536000E+00        0.925000E+00       -0.115417E-01        0.100000E+01       -0.408458E-17        0.141000E+01        0.141000E+01        0.163000E-03        0.126000E-03        0.218000E+02        0.178000E+00       -0.537000E-02        0.640000E+01
  20160607        0.709000E-05        0.170333E-03        0.422000E-05        0.208333E+01        0.174000E-01        0.287000E-01        0.104000E-03        0.364708E-10        0.129000E-01        0.127292E-01        0.531167E+00        0.925000E+00       -0.116000E-01        0.100000E+01       -0.157042E-16        0.141042E+01        0.141083E+01        0.163000E-03        0.126375E-03        0.223000E+02        0.178000E+00       -0.536000E-02        0.640000E+01
  20160608        0.717917E-05        0.170208E-03        0.425000E-05        0.213542E+01        0.179000E-01        0.295958E-01        0.105000E-03        0.372500E-10        0.129583E-01        0.128000E-01        0.525792E+00        0.925000E+00       -0.116000E-01        0.100000E+01        0.665000E-17        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.229000E+02        0.178000E+00       -0.535000E-02        0.640000E+01
  20160609        0.723833E-05        0.170583E-03        0.427458E-05        0.216583E+01        0.183000E-01        0.301000E-01        0.105000E-03        0.376542E-10        0.130000E-01        0.128625E-01        0.522000E+00        0.925000E+00       -0.116083E-01        0.100000E+01        0.631458E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.233000E+02        0.178000E+00       -0.534000E-02        0.640000E+01
  20160610        0.727833E-05        0.171000E-03        0.429000E-05        0.218083E+01        0.185000E-01        0.305000E-01        0.105000E-03        0.380125E-10        0.130917E-01        0.129042E-01        0.520000E+00        0.925000E+00       -0.116000E-01        0.100000E+01        0.701542E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.236000E+02        0.178000E+00       -0.534000E-02        0.640000E+01
  20160611        0.728000E-05        0.171000E-03        0.429042E-05        0.217000E+01        0.185000E-01        0.305000E-01        0.105000E-03        0.377000E-10        0.131292E-01        0.130000E-01        0.520000E+00        0.925000E+00       -0.115750E-01        0.100000E+01        0.315208E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.235000E+02        0.178000E+00       -0.533000E-02        0.640000E+01
  20160612        0.729708E-05        0.171000E-03        0.430000E-05        0.216833E+01        0.186000E-01        0.306000E-01        0.105125E-03        0.375083E-10        0.132000E-01        0.130458E-01        0.520000E+00        0.925000E+00       -0.115000E-01        0.100000E+01        0.290333E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.236000E+02        0.178000E+00       -0.532000E-02        0.640000E+01
  20160613        0.731000E-05        0.171000E-03        0.431000E-05        0.216458E+01        0.186000E-01        0.307000E-01        0.106000E-03        0.375667E-10        0.132708E-01        0.131000E-01        0.519000E+00        0.925000E+00       -0.115000E-01        0.100000E+01        0.213800E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127000E-03        0.237000E+02        0.178000E+00       -0.532000E-02        0.640000E+01
  20160614        0.733000E-05        0.171000E-03        0.431708E-05        0.216667E+01        0.187375E-01        0.309000E-01        0.106000E-03        0.374583E-10        0.133167E-01        0.131875E-01        0.518417E+00        0.924333E+00       -0.114458E-01        0.100000E+01        0.396083E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.127167E-03        0.238000E+02        0.178000E+00       -0.532000E-02        0.640000E+01
  20160615        0.737000E-05        0.171000E-03        0.433000E-05        0.218042E+01        0.190000E-01        0.312000E-01        0.106000E-03        0.375708E-10        0.134000E-01        0.132333E-01        0.516250E+00        0.924000E+00       -0.114167E-01        0.100000E+01        0.861971E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.128000E-03        0.240000E+02        0.178000E+00       -0.531000E-02        0.640000E+01
  20160616        0.740000E-05        0.171000E-03        0.434000E-05        0.218875E+01        0.191208E-01        0.315000E-01        0.106000E-03        0.375750E-10        0.134667E-01        0.133000E-01        0.515000E+00        0.924000E+00       -0.114000E-01        0.100000E+01        0.731050E-16        0.142000E+01        0.142000E+01        0.163000E-03        0.128000E-03        0.242000E+02        0.179000E+00       -0.530000E-02        0.640000E+01
  20160617        0.740000E-05        0.171375E-03        0.434333E-05        0.202542E+01        0.203458E-01        0.335125E-01        0.112708E-03        0.346167E-10        0.154542E-01        0.152958E-01        0.548833E+00        0.924000E+00       -0.105542E-01        0.100000E+01        0.137867E-16        0.142000E+01        0.142000E+01        0.197000E-03        0.146208E-03        0.241000E+02        0.179000E+00       -0.529000E-02        0.640000E+01
  20160618        0.741000E-05        0.172000E-03        0.435000E-05        0.201375E+01        0.205000E-01        0.337000E-01        0.113000E-03        0.343083E-10        0.156167E-01        0.154583E-01        0.550000E+00        0.924000E+00       -0.105000E-01        0.100000E+01        0.182583E-16        0.142208E+01        0.142250E+01        0.197000E-03        0.147000E-03        0.242000E+02        0.179000E+00       -0.528000E-02        0.640000E+01
  20160619        0.743000E-05        0.172000E-03        0.436000E-05        0.201292E+01        0.206000E-01        0.338833E-01        0.114000E-03        0.342000E-10        0.157000E-01        0.155333E-01        0.549958E+00        0.924000E+00       -0.104625E-01        0.100000E+01        0.594167E-16        0.143000E+01        0.143000E+01        0.197000E-03        0.147000E-03        0.243000E+02        0.179000E+00       -0.528000E-02        0.640000E+01
  20160620        0.745125E-05        0.172000E-03        0.437000E-05        0.201500E+01        0.207000E-01        0.341000E-01        0.114000E-03        0.341000E-10        0.157958E-01        0.156125E-01        0.549000E+00        0.924000E+00       -0.104000E-01        0.100000E+01        0.763763E-16        0.143000E+01        0.143000E+01        0.197000E-03        0.147500E-03        0.244000E+02        0.179000E+00       -0.527000E-02        0.640000E+01
  20160621        0.743000E-05        0.172000E-03        0.436000E-05        0.198917E+01        0.205292E-01        0.338000E-01        0.114000E-03        0.335292E-10        0.158708E-01        0.157000E-01        0.551000E+00        0.924000E+00       -0.103500E-01        0.100000E+01       -0.359792E-16        0.143000E+01        0.143000E+01        0.197000E-03        0.148000E-03        0.242000E+02        0.179000E+00       -0.526000E-02        0.640000E+01
  20160622        0.745125E-05        0.172000E-03        0.437000E-05        0.199000E+01        0.207000E-01        0.340000E-01        0.114000E-03        0.334333E-10        0.159500E-01        0.157917E-01        0.550000E+00        0.924000E+00       -0.103000E-01        0.100000E+01        0.236750E-17        0.143000E+01        0.143000E+01        0.197000E-03        0.148000E-03        0.243000E+02        0.179000E+00       -0.525000E-02        0.640000E+01
  20160623        0.744000E-05        0.172000E-03        0.437000E-05        0.196917E+01        0.206000E-01        0.338000E-01        0.114000E-03        0.329708E-10        0.160292E-01        0.158708E-01        0.551375E+00        0.924000E+00       -0.102500E-01        0.100000E+01        0.436250E-16        0.143000E+01        0.143000E+01        0.197000E-03        0.148000E-03        0.242000E+02        0.179000E+00       -0.524000E-02        0.640000E+01
  20160624        0.752000E-05        0.172000E-03        0.440000E-05        0.200958E+01        0.211000E-01        0.347000E-01        0.114000E-03        0.335333E-10        0.161167E-01        0.159542E-01        0.546792E+00        0.923833E+00       -0.103000E-01        0.100000E+01        0.750667E-16        0.143000E+01        0.143000E+01        0.197000E-03        0.148000E-03        0.247000E+02        0.179000E+00       -0.523000E-02        0.640000E+01
  20160625        0.761000E-05        0.172125E-03        0.443000E-05        0.200875E+01        0.220833E-01        0.362708E-01        0.116917E-03        0.334333E-10        0.168333E-01        0.166667E-01        0.551083E+00        0.923000E+00       -0.101083E-01        0.100000E+01        0.517321E-16        0.143000E+01        0.143000E+01        0.208000E-03        0.153750E-03        0.253000E+02        0.179000E+00       -0.523000E-02        0.640000E+01
  20160626        0.761000E-05        0.173000E-03        0.443000E-05        0.199458E+01        0.221000E-01        0.362708E-01        0.117000E-03        0.330833E-10        0.169500E-01        0.167792E-01        0.552000E+00        0.923000E+00       -0.100083E-01        0.100000E+01       -0.298000E-16        0.143000E+01        0.143000E+01        0.208000E-03        0.154875E-03        0.252000E+02        0.180000E+00       -0.522000E-02        0.640000E+01
  20160627        0.764000E-05        0.173000E-03        0.444458E-05        0.200208E+01        0.223000E-01        0.366000E-01        0.117000E-03        0.331000E-10        0.170417E-01        0.168708E-01        0.550583E+00        0.923000E+00       -0.999583E-02        0.100000E+01        0.875875E-17        0.143917E+01        0.143958E+01        0.208000E-03        0.155000E-03        0.254000E+02        0.180000E+00       -0.521000E-02        0.640000E+01
  20160628        0.774292E-05        0.173000E-03        0.448000E-05        0.205208E+01        0.230000E-01        0.377000E-01        0.118000E-03        0.338042E-10        0.171417E-01        0.169708E-01        0.544958E+00        0.923000E+00       -0.100333E-01        0.100000E+01        0.257375E-16        0.144000E+01        0.144000E+01        0.208000E-03        0.155000E-03        0.260000E+02        0.180000E+00       -0.520000E-02        0.640000E+01
  20160629        0.778000E-05        0.173000E-03        0.450000E-05        0.206083E+01        0.233000E-01        0.381000E-01        0.118000E-03        0.338333E-10        0.172375E-01        0.170667E-01        0.543000E+00        0.923000E+00       -0.999958E-02        0.100000E+01        0.305542E-16        0.144000E+01        0.144000E+01        0.208000E-03        0.155000E-03        0.262000E+02        0.180000E+00       -0.519000E-02        0.640000E+01
  20160630        0.767708E-05        0.173000E-03        0.446000E-05        0.198458E+01        0.225000E-01        0.369000E-01        0.118000E-03        0.324667E-10        0.173208E-01        0.171500E-01        0.550000E+00        0.923000E+00       -0.987333E-02        0.100000E+01        0.613029E-16        0.144000E+01        0.144000E+01        0.208000E-03        0.155000E-03        0.256000E+02        0.180000E+00       -0.518000E-02        0.640000E+01
  20160701        0.760875E-05        0.173000E-03        0.444000E-05        0.193000E+01        0.220000E-01        0.361000E-01        0.117000E-03        0.314583E-10        0.174083E-01        0.172375E-01        0.555000E+00        0.923000E+00       -0.975917E-02        0.100000E+01       -0.300608E-16        0.144000E+01        0.144000E+01        0.208000E-03        0.155458E-03        0.251000E+02        0.180000E+00       -0.518000E-02        0.640000E+01
  20160702        0.762708E-05        0.173667E-03        0.445000E-05        0.193042E+01        0.221000E-01        0.363000E-01        0.117000E-03        0.313417E-10        0.175000E-01        0.173292E-01        0.554333E+00        0.923000E+00       -0.972500E-02        0.100000E+01       -0.819600E-17        0.144000E+01        0.144000E+01        0.208000E-03        0.156000E-03        0.252000E+02        0.180000E+00       -0.517000E-02        0.640000E+01
  20160703        0.769000E-05        0.174000E-03        0.447000E-05        0.198708E+01        0.222125E-01        0.364500E-01        0.116083E-03        0.321792E-10        0.171042E-01        0.169208E-01        0.544083E+00        0.923000E+00       -0.988583E-02        0.100000E+01       -0.358833E-16        0.144000E+01        0.144000E+01        0.199000E-03        0.151208E-03        0.256000E+02        0.180000E+00       -0.516000E-02        0.640000E+01
  20160704        0.774917E-05        0.174000E-03        0.449000E-05        0.201208E+01        0.226000E-01        0.371000E-01        0.117000E-03        0.324625E-10        0.171750E-01        0.170000E-01        0.540208E+00        0.922583E+00       -0.989125E-02        0.100000E+01       -0.840292E-17        0.144000E+01        0.144000E+01        0.199000E-03        0.151375E-03        0.259000E+02        0.180000E+00       -0.515000E-02        0.640000E+01
  20160705        0.780542E-05        0.174000E-03        0.451458E-05        0.203458E+01        0.230000E-01        0.377000E-01        0.117000E-03        0.327042E-10        0.172708E-01        0.170958E-01        0.537042E+00        0.922000E+00       -0.988917E-02        0.100000E+01       -0.101679E-16        0.144750E+01        0.144792E+01        0.199000E-03        0.152000E-03        0.262000E+02        0.180000E+00       -0.514000E-02        0.640000E+01
  20160706        0.770125E-05        0.174000E-03        0.448000E-05        0.196208E+01        0.223000E-01        0.365958E-01        0.116542E-03        0.314083E-10        0.173500E-01        0.171833E-01        0.544000E+00        0.922000E+00       -0.975125E-02        0.100000E+01       -0.997958E-16        0.145000E+01        0.145000E+01        0.199000E-03        0.152000E-03        0.256000E+02        0.181000E+00       -0.514000E-02        0.640000E+01
  20160707        0.751000E-05        0.174000E-03        0.441000E-05        0.183917E+01        0.209000E-01        0.344000E-01        0.115000E-03        0.293000E-10        0.174208E-01        0.172583E-01        0.557000E+00        0.922000E+00       -0.953333E-02        0.100000E+01       -0.701633E-16        0.145000E+01        0.145000E+01        0.199000E-03        0.152000E-03        0.243000E+02        0.181000E+00       -0.513000E-02        0.640000E+01
  20160708        0.760000E-05        0.174042E-03        0.444708E-05        0.188000E+01        0.215000E-01        0.354000E-01        0.116000E-03        0.298958E-10        0.175208E-01        0.173542E-01        0.551708E+00        0.922000E+00       -0.956500E-02        0.100000E+01       -0.355000E-17        0.145000E+01        0.145000E+01        0.199000E-03        0.152000E-03        0.249000E+02        0.181000E+00       -0.512000E-02        0.640000E+01
  20160709        0.768000E-05        0.174583E-03        0.447042E-05        0.191375E+01        0.221000E-01        0.362000E-01        0.116000E-03        0.303042E-10        0.176167E-01        0.174500E-01        0.547000E+00        0.922000E+00       -0.958250E-02        0.100000E+01       -0.386346E-16        0.145000E+01        0.145000E+01        0.199000E-03        0.152000E-03        0.254000E+02        0.181000E+00       -0.511000E-02        0.640000E+01
  20160710        0.769000E-05        0.175000E-03        0.448000E-05        0.190833E+01        0.221000E-01        0.363000E-01        0.117000E-03        0.301083E-10        0.177083E-01        0.175417E-01        0.547000E+00        0.922000E+00       -0.954083E-02        0.100000E+01       -0.198583E-16        0.145000E+01        0.145000E+01        0.199000E-03        0.152125E-03        0.254000E+02        0.181000E+00       -0.510000E-02        0.640000E+01
  20160711        0.770000E-05        0.175000E-03        0.448583E-05        0.198667E+01        0.214333E-01        0.351583E-01        0.112208E-03        0.312458E-10        0.164875E-01        0.163292E-01        0.527375E+00        0.922000E+00       -0.990958E-02        0.100000E+01        0.104743E-15        0.145000E+01        0.145000E+01        0.178000E-03        0.141500E-03        0.255000E+02        0.181000E+00       -0.509000E-02        0.640000E+01
  20160712        0.774375E-05        0.175000E-03        0.450000E-05        0.200500E+01        0.217000E-01        0.356000E-01        0.113000E-03        0.314167E-10        0.165083E-01        0.163500E-01        0.524000E+00        0.922000E+00       -0.991333E-02        0.100000E+01        0.761667E-17        0.145000E+01        0.145000E+01        0.178000E-03        0.141000E-03        0.257000E+02        0.181000E+00       -0.509000E-02        0.640000E+01
  20160713        0.778250E-05        0.175000E-03        0.452000E-05        0.201750E+01        0.219833E-01        0.360000E-01        0.113000E-03        0.315000E-10        0.166000E-01        0.164333E-01        0.522000E+00        0.922000E+00       -0.989750E-02        0.100000E+01        0.167333E-16        0.145000E+01        0.145000E+01        0.178000E-03        0.141000E-03        0.260000E+02        0.181000E+00       -0.508000E-02        0.640000E+01
